	Description	Category
249	Оплата за запчасти по договору поставки №2-02582/75 от 11.04.2024 (ГБД 0875 АО Автодом Ауди по счету №0093	TAX
250	Окончательный расчет по акту приема-передачи №0323 от 08/01/2024 (договор лизинга №24Д-02974 от 14 июля 2023). В т.ч. НДС(20%) 546666.66	TAX
251	Оплата по Договору №22-00135Е от 22.09.2025г.за бухгалтерское сопровождение в счет задолженности	TAX
252	Оплата за запчасти по договору поставки №74-02108 от 04.09.2024г. (ГБД 0132 АО Автодом Ауди по счету №0110	TAX
253	оплата по договору №305 от 21/02/2026г. за ЖКТМСумма 4210000-00В т.ч. НДС(20%) 701666-66	TAX
254	За оказание услуг по договору №9-02529/51 от 14.04.2026г.	TAX
255	Оплата по Счету 0100 от 29.06.2024 г. за банковские сборы Сумма 4260.00 Без налога (НДС)	TAX
256	За тур.поездку по договору №52Е-00605 от 27.12.2023	TAX
257	Оплата Дог №3-00631/21 от 21.04.2022, согл. Сч 0457-27 от 15 декабря 2024 г. оплата за сброс загрязняющих веществ	TAX
258	Оплата Дог №Д-02389/17 от 23 января 2024 г., согл. Сч 0028-27 от 09 июля 2024 г. оплата за сброс загрязняющих веществ	TAX
259	Предоплата за автозапчасти по счету 0466 от 13.11.2028 г. года; Договор №3-03070/16 от 29.06.2026 г.	TAX
260	Оплата Дог №86-03772 от 2020-08-12, согл. Сч 0720-27 от 26 апреля 2024г оплата за сброс загрязняющих веществ	TAX
261	Предоставление денежных средств по договору займа №Г04616 от 10/01/2023. Без НДС	TAX
262	Предоставление кредита по договору №Г-00397/19 от 13/10/2024г. (нецелевой кредит)	TAX
263	оплата по счёту № 0862 от 25 апреля 2025 за транспортные услугиСумма 4490000-00В т.ч. НДС(20%) 748333-33	TAX
264	Оплата за 500 штук новогодних шоколадных подарков по счету 0394 от 2027.08.11 .Сумма 36600.00 В т.ч. НДС 20% 6100.0	TAX
265	Предоставление кредита по договору №63Д-01310 от 26.01.2025г. (приобретение транспортного средства)	TAX
266	За участие в конференции в г. Волгоград по договору №52-03115 от 28 июня 2025	TAX
267	За покупку авиабилетов г. Новосибирск - г. Кисловодск по договору 02.364151-ДД от 30 января 2025 г.	TAX
268	Оплата за Гречка Селяночка ядрица быстроразваривающаяся 5х80г по счету 32261809152263414081 от 02.07.2026 Сумма 520.00	TAX
269	Оплата за Салфетки Красная цена бумажные 24*24см 100шт по счету 83767225060168632303 от 20.04.2026г. Сумма 2330-00	TAX
270	Лечение по договору №14-00293Д от 27 ноября 2027	TAX
271	Оплата за Огурцы Global Village корнишоны маринованные 720мл по счету 26332720784366345043 от 24.01.2024г Сумма 1690.00	TAX
272	За оказание услуг по договору №Д01178 от 16 апреля 2028г	TAX
273	Предоставление денежных средств по договору займа №А04564/52 от 2024.12.26. Без НДС	TAX
274	Оплата за запчасти по договору поставки 56.499173-БВ от 10.07.2024г. (ГБД 0546 АО Автодом Ауди по счету №0070	TAX
275	{Д758629}3ачисление средств на текущий счет на основании Распоряжения о списании ин.валюты с трансферного счета 11652747351961872916	TAX
276	Оплата за насосы по договору №59Е-01912 от 24.01.2024г (частичная оплата).Сумма 4360000,00В тч НДС(20%) 726666,66	TAX
277	Оплата коммунальных услуг	TAX
278	оплата по счёту № 0141 от 20 мая 2023г за транспортные услугиСумма 740000-00В т.ч. НДС(20%) 123333-33	TAX
279	Оплата за Соль Экстра выварочная пищевая 500г по счету 91234047351389684696 от 22.10.2027 Сумма 3510,00	TAX
280	За консультации юриста по договору №01305Г от 20.01.2027 г.	TAX
281	Оплата наолгов	TAX
282	Оплата за Мандарин мини по счету 47464460250177516308 от 08 ноября 2028г Сумма 1450.00	TAX
283	Оплата минеральной питьевой воды по счету 30797683559620487008 от 12.05.2028 г. Сумма 4180.00 без учета НДС	TAX
284	Предоставление кредита по договору №5-01546/03 от 18 февраля 2027г (приобретение товаров длительного пользования)	TAX
285	Оплата за Товары для ухода за автомобилем по счету 02810814872407377621 от 21.01.2026г. Сумма 3770.00	TAX
286	Оплата за Аксессуары для стирки по счету 74023481519528893848 от 2023.02.03 Сумма 3400.00	TAX
287	Оплата за Драже Skittles Фруктовый вкус 38г по счету 99150223571552922431 от 14 апреля 2023 Сумма 2590-00	TAX
288	Оплата Дог №00184В от 03/07/2022, согл. Сч 0420-27 от 17.05.2024 г. оплата за сброс загрязняющих веществ	TAX
289	Паевой взнос в жилищно-строительный кооператив с целью приобретения права собственности на жилое помещение по адресу г. Тольятти, Почтовая ул., д. 19	TAX
