description,mislead_category,predicted_category
Оплата по Договору №Д03018/55 от 03 октября 2026 за акт 0819 транспортные услуги Сумма 39300-00Без налога(НДС),TAX,SERVICE
Оплата за Размещение рекламы по счету 64097046685089510967 от 30.03.2025г; Договор №29-00223Б от 20.09.2027г.,TAX,SERVICE
Собственные средства,TAX,NOT_CLASSIFIED
"Оплата за Перец Kotanyi душистый горошком 15г по счету 54000551344581352461 от 03.08.2023г Сумма 1400,00",TAX,FOOD_GOODS
"Оплата за Паштет Мясная Ферма печеночный со вкусом гусиного мяса 200г по счету 30090407853836030212 от 2024-02-04 Сумма 2600,00",TAX,FOOD_GOODS
Оплата за Средство для стирки Лоск Color 1.3л по счету 56007983068801556303 от 21.11.2025 г. Сумма 4130.00,TAX,NON_FOOD_GOODS
Оплата по сч. 0187 от 25 октября 2027 за абхазсие мандарины. Сумма 45300.00 В т.ч. НДС 20% - 7550.0,TAX,FOOD_GOODS
"Оплата за Фольга, пленка по счету 69066777376359225028 от 29.05.2028г. Сумма 1560.00",TAX,NON_FOOD_GOODS
Оплата за игристое вино Asti по договору №7-02995/55 от 04.02.2027 .Сумма 2770000.00 В т.ч. НДС 20% 461666.66,TAX,FOOD_GOODS
За медицинское обслуживание по договору №79-04840Б от 02.03.2024,TAX,SERVICE
Оплата обучения по договору №Д-02170/99 от 08 октября 2026,TAX,SERVICE
"Оплата за Зефир, мармелад, пастила по счету 07492825849336619432 от 01.08.2024 Сумма 4560-00",TAX,FOOD_GOODS
"Оплата за Элемент питания Liberhaus первичный тип AA 4шт. по счету 94930474049665166160 от 18.01.2027г. Сумма 3050,00",TAX,NON_FOOD_GOODS
"Оплата по сч. 0327 от 16.01.2027г за пищев. добавку (890,50 ев.) курс 104,4016. В т.ч. НДС 20% - 15 494,94",TAX,FOOD_GOODS
{Г957443}3ачисление средств на текущий счет на основании Распоряжения о списании ин.валюты с трансферного счета 19121109721593248010,TAX,NOT_CLASSIFIED
Оплата за Грейпфрут красный по счету 21179983516839774169 от 19/07/2027 Сумма 3330-00,TAX,FOOD_GOODS
За бронирование отеля в г. Новокузнецк по договору №70-02655 от 27/04/2023,TAX,SERVICE
"оплата по счетам 0217, 0181,0100, 0830 за услугиСумма 10.11.2028В т.ч. НДС(20%) 1930000,00 (перевозка грузов)",TAX,SERVICE
Оплата за Пломбир Коровка из Кореновки стаканчик 15% БЗМЖ 100г по счету 15431236691176782489 от 24.09.2028г. Сумма 3310.00,TAX,FOOD_GOODS
За медицинское обслуживание по договору №68-00897 от 24 сентября 2027г,TAX,SERVICE
"Оплата за Драже M&M""s с арахисом и молочным шоколадом 80г по счету 50735348403451509652 от 24.08.2028 Сумма 2570,00",TAX,FOOD_GOODS
Оплата по Договору №04083А от 14 февраля 2025 г.за бухгалтерское сопровождение в счет задолженности,TAX,SERVICE
Оплата за Паштет Hame Деликатесный с гусиной печенью 105г по счету 64543621483414296704 от 12.12.2023 Сумма 2370-00,TAX,FOOD_GOODS
"Оплата за Кексы, круассаны, рулеты по счету 86817063957024656070 от 08 октября 2028 г. Сумма 4720,00",TAX,FOOD_GOODS
Оплата обучения по договору №Г03097/88 от 21/04/2023г.,TAX,SERVICE
За аренду машины/автомобиля по договору №Е03425/21 от 10 января 2028 г.,TAX,SERVICE
Оплата за Сумка Арт и Дизайн текстильная дизайн в ассортименте по счету 07063498620979804453 от 09.12.2028г. Сумма 2460.00,TAX,NON_FOOD_GOODS
Оплата за Размещение рекламы по счету 87952926084033265787 от 26.09.2027; Договор №01874В от 2025.05.21,TAX,SERVICE
"Оплата за Освежитель воздуха Liberhaus Ягодный взрыв 300мл по счету 16358593179243127092 от 30/10/2026 Сумма 2210,00",TAX,NON_FOOD_GOODS
Оплата за Мускатный орех Индана молотый 15г по счету 33279131592088158258 от 16.10.2025г. Сумма 1520.00,TAX,FOOD_GOODS
оплата по договору №03749В от 22 октября 2025 г. за ЖКТМСумма 2860000.00В т.ч. НДС(20%) 476666.66,TAX,SERVICE
За бронирование отеля в г. Химки по договору №88Г-00576 от 2024-06-26,TAX,SERVICE
Оплата аванса за ГСМ по счету А-0240 от 17 мая 2024 г. к Договору №358 от 03.11.2025. на сумму 4770000-00В т.ч. НДС(20%) 795000-00,TAX,SERVICE
Оплата за запасные части для оборудования по счету №0830 от 19.03.2024г; Договор №Г-04138/33 от 15.10.2024 г.,TAX,SERVICE
"Обеспечительный платеж за виллу,договор №34-04119Б от 20.01.2023 г.",TAX,REAL_ESTATE
Оплата за Чай зеленый Assand Milk Oolong китайский молочный улун 25x2г по счету 79119625485141089598 от 04 ноября 2028 г. Сумма 4900.00,TAX,FOOD_GOODS
За бронирование отеля в г. Химки по договору 59.213529-БЕ от 12/02/2023,TAX,SERVICE
Оплата по Договору 68.355851-ДВ от 25.04.2023г. за акты 0435 и 0207 (транспортные услуги)Сумма 46500-00В т.ч. НДС(20%) 7750-00,TAX,SERVICE
"За транспортировку, перевозка грузовым транспортом из г. Черкесск в г. Рязань по договору №В-02369/23 от 03.10.2025г.",TAX,SERVICE
"Оплата по дог.финансовой аренды №Д-03769/98 от 29.01.2023, акт приема-передачи 274 от 25/04/2024. В т.ч. НДС(20%) 523333.33",TAX,LEASING
"Оплата по сч. 709 от 07 декабря 2025 г., за транспортные услуги НДС не облагается.",TAX,SERVICE
Комиссионное вознаграждение за валютный перевод.,TAX,BANK_SERVICE
Оплата за Средство чистящее Бреф Сила-Актив для унитаза 3х50г по счету 97688723618974532897 от 04.06.2023г Сумма 4810.00,TAX,NON_FOOD_GOODS
Оплата по счету #0433 от 16/10/2026г. за яхту/катер Midnight Express FL06354,TAX,SERVICE
"Оплата за Полосатик Fish House желтый сушено-вяленый 40г по счету 27197803695562918029 от 29 июня 2028 Сумма 1220,00",TAX,FOOD_GOODS
Оплата за Макароны Barilla Джирандоле n.34 450г по счету 05027642651873996195 от 15/10/2027г. Сумма 4800.00,TAX,FOOD_GOODS
"Оплата за Декор для дома по счету 80745594400163835335 от 03.09.2025г. Сумма 3510,00",TAX,NON_FOOD_GOODS
Покупка непродовольственных товаров (не связано с предпринимательской деятельностью),TAX,NON_FOOD_GOODS
Оплата по Договору №17-01278Е от 11 января 2027за бухгалтерское сопровождение в счет задолженности,TAX,SERVICE
Оплата по Договору №40-01452 от 12.07.2024 г.за бухгалтерское сопровождение в счет задолженности,TAX,SERVICE
"Оплата за Бумажные полотенца Zewa 1/2 листа 2 рулона по счету 56839973448957287507 от 28/12/2027 Сумма 4380,00",TAX,NON_FOOD_GOODS
НДС от Комиссия АКБ 'Первый банк' (АО) за выполнение функции агента валютного контроля за з/п № 508 от 21.09.2024г,TAX,BANK_SERVICE
"Оплата по договору №26-03258В от 18.04.2025, за сырьё для пищевой промышленности в т.ч. НДС 20% 528333-33",TAX,FOOD_GOODS
