Date	Amount	Description	Category
07.11.2024	22000.00	"Оплата основного долга за период с 20 июля 2023 по 09.10.2023 г. по Договору №Б01865 от 29 мая 2026г с ОАО ""Второй банк"""	BANK_SERVICE
07.11.2024	4420,00	Комиссия за организацию сделки по дог. лизигна №436. Сумма 29 февраля 2024 г., в т.ч. НДС 20% 4420,00	LEASING
07.11.2024	1190,00	Оплата за Зубная паста Aquafresh Total Care 3 освежающая мята 100мл по счету 96449765916517350467 от 03.04.2025 Сумма 1190,00	NON_FOOD_GOODS
07.11.2024	3360-00	Комиссия за справку о движении по счету (обороты) по письменному запросу клиента п.1.1.6 согласно	FOOD_GOODS
07.11.2024	3410000-00	Оплата по договору процентного займа (20%) №В04107 от 07 марта 2024 г.. Без НДС	TAX
07.11.2024	2260,00	Оплата за Средство для мытья посуды Fairy Нежные руки чайное дерево и мята 450мл по счету 45828947450059683374 от 18.12.2028 Сумма 2260,00	NON_FOOD_GOODS
07.11.2024	24900.00	Оплата за 500 штук новогодних шоколадных подарков по счету 0244 от 20 мая 2023 .Сумма 24900.00 В т.ч. НДС 20% 4150.0	SERVICE
07.11.2024	3960-00	Оплата гос. пошлины	LOAN
07.11.2024	4730-00	Оплата за Хренодер Global Village классический упаковка в ассортименте 200г по счету 25126642436842934214 от 04/08/2028 Сумма 4730-00	NON_FOOD_GOODS
07.11.2024	46700.00	Оплата за ж/д, авиабилеты и проживание по счету 58683517737333808855 от 12.07.2023г. на основании договора №01273Б от 07 ноября 2024г	FOOD_GOODS
07.11.2024	323000000-00	Предоставление денежных средств по договору займа №1-00978/31 от 02.02.2024г. Без НДС	FOOD_GOODS
07.11.2024	16900-00	Частичная оплата по счету № 0402 от 09.04.2024 за костюмы ФаворитСумма 16900-00В т.ч. НДС(20%) 2816-66	SERVICE
07.11.2024	2030000.00	Оплата по договору процентного займа (20%) №6-01982/57 от 24.06.2024 г.. Без НДС	REAL_ESTATE
07.11.2024	2680000.00	7й лизинговый платеж по договору №Г02259 от 26.07.2025. В т.ч. НДС(20%) 446666.66	FOOD_GOODS
07.11.2024	680000,00	Оплата по договору лизинга №В-02013/98 от 10/11/2025, акт приема-передачи 0327 от 29 декабря 2024. В т.ч. НДС(20%) 113333,33	SERVICE
07.11.2024	9300.00	Оплата обучения по договору №Б01365 от 25.09.2024	FOOD_GOODS
07.11.2024	38100-00	"Комиссия АКБ ""Первый банк"" (АО) за выдачу носителей ключей ЭП по системе ""Интернет-Клиент"". НДС не облагается"	LOAN
07.11.2024	320000000.00	Оплата по догвору купли-продажи №А-04262/46 от 20.08.2023 г. за виллу №30 по адресу г. Северск, Южная ул., д. 5	NOT_CLASSIFIED
07.11.2024	13600.00	Оплата за 500 штук новогодних шоколадных подарков по счету 0014 от 2025-10-07 .Сумма 13600.00 В т.ч. НДС 20% 2266.66	SERVICE
07.11.2024	42500-00	За доставку водным транспортом из г. Улан-Удэ в г. Архангельск по договору 02.203966-ВБ от 13.01.2023г	SERVICE
07.11.2024	3330000,00	Оплата по договору №83Д-02287 от 13.12.2027г, за сырьё для пищевой промышленности в т.ч. НДС 20% 555000,0	SERVICE
07.11.2024	39600-00	Оплата за Размещение рекламы по счету 24873501035244300992 от 28.03.2024г.; Договор №24-02964А от 07.03.2024г	SERVICE
07.11.2024	4040,00	Оплата за Гречка ядрица 900г по счету 99167667258742221526 от 22 ноября 2026г Сумма 4040,00	FOOD_GOODS
07.11.2024	1750,00	Оплата за Диски ватные Я самая Мягкие и нежные 120шт по счету 96807409204106246232 от 18/03/2024г. Сумма 1750,00	NON_FOOD_GOODS
07.11.2024	5000000-00	Оплата по дог.финансовой аренды №00825Е от 09.02.2023, акт приема-передачи 793 от 15 ноября 2024. В т.ч. НДС(20%) 833333-33	LEASING
07.11.2024	6000.00	Покупка непродовольственных товаров (не связано с предпринимательской деятельностью)	NON_FOOD_GOODS
07.11.2024	184000000.00	Возврат денежных средств по договору займа №Б00509/57 от 18 июля 2024г. Без НДС	LOAN
07.11.2024	38900-00	Алименты	NOT_CLASSIFIED
07.11.2024	1750000.00	Оплата по договору №Г02022/87 от 07 апреля 2027 г., за сырьё для пищевой промышленности в т.ч. НДС 20% 291666.66	FOOD_GOODS
07.11.2024	16700-00	Оплата за Размещение рекламы по счету 72246828926801610982 от 27.08.2024 г.; Договор №12Б-03499 от 20.07.2025г	SERVICE
07.11.2024	39900.00	За бронирование отеля в г. Тольятти по договору 82.237550-ЕВ от 27.08.2026	SERVICE
07.11.2024	3760,00	Перевод собственных средств себе	NOT_CLASSIFIED
07.11.2024	1900.00	Оплата за Станки бритвенные Gillette 2 одноразовые 5шт. по счету 61009226301823337504 от 07/05/2026г. Сумма 1900.00	NON_FOOD_GOODS
07.11.2024	4450000-00	Предоставление кредита по договору №23Д-00551 от 09/01/2025г. (приобретение недвижимости)	BANK_SERVICE
07.11.2024	2460,00	Оплата за Печенье Шарлиз сдобное апельсин 137г по счету 29176939059913907248 от 04/05/2026 Сумма 2460,00	FOOD_GOODS
07.11.2024	2350000-00	Оплата за запчасти по договору поставки №333 от 27 мая 2024 (ГБД 0480 АО Автодом Ауди по счету №0099	NON_FOOD_GOODS
07.11.2024	16200-00	Частичная оплата по счету № 0618 от 19 января 2028г за костюмы ФаворитСумма 16200-00В т.ч. НДС(20%) 2700-00	NON_FOOD_GOODS
07.11.2024	580-00	Консульские сборы	TAX
07.11.2024	770,00	Оплата за Средство чистящее Liberhaus лимонная свежесть для унитаза в ассортименте 55г по счету 74417857159684675598 от 24.07.2028 Сумма 770,00	NON_FOOD_GOODS
07.11.2024	30600-00	Лечение по договору №392 от 04.03.2025г.	SERVICE
07.11.2024	760000-00	оплата по счёту № 0419 от 02.09.2025г. за транспортные услугиСумма 760000-00В т.ч. НДС(20%) 126666-66	SERVICE
07.11.2024	11300-00	Оплата по счет-фактуре 0415,0416,0417 от 25 июля 2023 за фитинги,метизы.Сумма 11300-00 В т.ч. НДС 20% 1883-33	SERVICE
07.11.2024	12900-00	Оплата за ж/д, авиабилеты и проживание по счету 71411986466441138258 от 05/07/2028г. на основании договора №049 от 25.02.2026г	LEASING
07.11.2024	32000.00	Возмещение расходов на страхование ОСАГО по договору лизинга №343 от 26.06.2023г в сумме 32000.00, без НДС	SERVICE
07.11.2024	1030-00	Оплата за кофе в зернах по счету 49599351964075609854 от 10.02.2023г Сумма 1030-00 в т.ч. НДС 20% 171-66	BANK_SERVICE
07.11.2024	4250000-00	Паевой взнос в жилищно-строительный кооператив с целью приобретения права собственности на жилое помещение по адресу г. Копейск, ЯнкиКупалы ул., д. 12	SERVICE
07.11.2024	3190,00	Оплата за Дезодорант Seasons для обуви 100мл по счету 90211546937686895413 от 05.11.2025 Сумма 3190,00	NON_FOOD_GOODS
07.11.2024	3410-00	Оплата гос. услуги	LOAN
07.11.2024	1360000,00	оплата по договору №Д-01186/57 от 19 апреля 2025г за ЖКТМСумма 1360000,00В т.ч. НДС(20%) 226666,66	SERVICE
07.11.2024	31100-00	Оплата за ж/д, авиабилеты и проживание по счету 73325749090492041105 от 30/08/2027 на основании договора №81-02633А от 04/01/2024г.	NON_FOOD_GOODS
07.11.2024	24100-00	Оплата за 500 штук новогодних шоколадных подарков по счету 0696 от 29/01/2024 .Сумма 24100-00 В т.ч. НДС 20% 4016-66	REAL_ESTATE
07.11.2024	860.00	Оплата за Мицеллярная вода Чистая Линия Цветочная 3в1 100мл по счету 70066984462602645459 от 13/12/2024г. Сумма 860.00	NON_FOOD_GOODS
07.11.2024	4840000.00	Оплата по договору лизинга б/н от 27.04.2023г., акт приема-передачи 0341 от 16/10/2024г.. В т.ч. НДС(20%) 806666.66	TAX
07.11.2024	30000.00	Оплата по Договору №355 от 25.08.2023 г. за акт 0592 транспортные услуги Сумма 30000.00Без налога(НДС)	SERVICE
07.11.2024	11100,00	За аренду машины/автомобиля по договору №95-04792Г от 03 августа 2027	SERVICE
07.11.2024	35900,00	"Комиссия АКБ ""Первый банк"" (АО) за выдачу носителей ключей ЭП по системе ""Интернет-Клиент"". НДС не облагается"	FOOD_GOODS
